#EXPORTTYPE:DATA SINGLE
#FILE:2502-089-208-02-06-PS2-30-300-20kmin-100ml-Ar.ngb-dd7
#FORMAT:NETZSCH5
#FTYPE:ANSI
#IDENTITY:2502-089-208-02-06
#DECIMAL:POINT
#SEPARATOR:SEMICOLON
#MTYPE:DSC
#INSTRUMENT:NETZSCH DSC 204F1 Phoenix
#PROJECT:2502-089-208
#DATE/TIME:10.07.2025 13:46
#CORR. FILE:2502-089-208-02-02-empty-30-300-20kmin-100ml-Ar.ngb-bd7
#TEMPCAL:04-09-2020 13:02
#SENSITIVITY:29-12-2022 20:43
#LABORATORY:RC Thermo
#OPERATOR:MC
#REMARK:2502-089-208-02-06-PS2-30-300-20kmin-100ml-Ar
#SAMPLE:PS2
#SAMPLE MASS /mg:0.55
#MATERIAL:poly
#REFERENCE:empty
#REFERENCE MASS /mg:0
#TYPE OF CRUCIBLE:Concavus Al, closed
#SAMPLE CRUCIBLE MASS /mg:41.65
#REFERENCE CRUCIBLE MASS /mg:41.59
#PURGE 1 MFC:ARGON,240,3 ml/min
#PURGE 2 MFC:NITROGEN,250,0 ml/min
#PROTECTIVE MFC:ARGON,240,3 ml/min
#M.RANGE /µV:5000
#TAU-R:---
#CORR. CODE:020
#EXO:-1
#RANGE:20°C....300°C/-50.0....20.0K/min
#SEGMENT:S1-7/7
#SEG. 1:20°C/00:08/20°C
#SEG. 2:20°C/20.0(K/min)/300°C
#SEG. 3:300°C/20.0(K/min)/20°C
#SEG. 4:20°C/00:08/20°C
#SEG. 5:20°C/20.0(K/min)/300°C
#SEG. 6:300°C/50.0(K/min)/30°C
#SEG. 7:30°C/00:05/30°C

##Temp./°C;Time/min;DSC/(mW/mg);Sensit./(uV/mW);Segment
 19.50800; 0.00000;-6.276352e-02;3.42658;1
 19.50800; 0.00333;-5.971459e-02;3.42658;1
 19.50780; 0.00667;-5.465192e-02;3.42658;1
 19.50743; 0.01000;-4.775572e-02;3.42658;1
 19.50756; 0.01333;-4.150836e-02;3.42658;1
 19.50791; 0.01667;-3.827786e-02;3.42658;1
 19.50823; 0.02000;-3.778521e-02;3.42658;1
 19.50833; 0.02333;-3.756069e-02;3.42658;1
 19.50829; 0.02667;-3.609136e-02;3.42658;1
 19.50824; 0.03000;-3.333654e-02;3.42658;1
 19.50824; 0.03333;-3.063010e-02;3.42658;1
 19.50835; 0.03667;-2.823898e-02;3.42658;1
 19.50847; 0.04000;-2.637021e-02;3.42658;1
 19.50865; 0.04333;-2.463149e-02;3.42658;1
 19.50882; 0.04667;-2.293094e-02;3.42658;1
 19.50900; 0.05000;-2.119918e-02;3.42658;1
 19.50894; 0.05333;-1.907838e-02;3.42658;1
 19.50894; 0.05667;-1.753600e-02;3.42658;1
 19.50882; 0.06000;-1.616715e-02;3.42658;1
 19.50876; 0.06333;-1.575651e-02;3.42658;1
 19.50865; 0.06667;-1.512141e-02;3.42658;1
 19.50859; 0.07000;-1.479547e-02;3.42658;1
 19.50865; 0.07333;-1.426401e-02;3.42658;1
 19.50871; 0.07667;-1.347681e-02;3.42658;1
 19.50876; 0.08000;-1.274199e-02;3.42658;1
 19.50876; 0.08333;-1.349282e-02;3.42658;1
 19.50876; 0.08667;-1.544062e-02;3.42658;1
 19.50865; 0.09000;-1.794304e-02;3.42658;1
 19.50859; 0.09333;-1.982028e-02;3.42658;1
 19.50835; 0.09667;-2.172900e-02;3.42658;1
 19.50818; 0.10000;-2.326375e-02;3.42658;1
 19.50806; 0.10333;-2.486582e-02;3.42658;1
 19.50794; 0.10667;-2.615939e-02;3.42658;1
 19.50800; 0.11000;-2.797550e-02;3.42658;1
 19.50794; 0.11333;-2.995657e-02;3.42658;1
 19.50782; 0.11667;-3.275350e-02;3.42658;1
 19.50765; 0.12000;-3.562064e-02;3.42658;1
 19.50747; 0.12333;-3.829355e-02;3.42658;1
 19.50729; 0.12667;-4.048182e-02;3.42658;1
 19.50706; 0.13000;-4.267714e-02;3.42658;1
 19.50682; 0.13333;-4.460341e-02;3.42658;1
 19.50671; 0.13667;-4.629694e-02;3.42658;1
 19.50671; 0.14000;-4.745189e-02;3.42658;1
 19.50671; 0.14333;-4.850206e-02;3.42658;1
 19.50676; 0.14667;-4.956384e-02;3.42658;1
 19.50665; 0.15000;-5.077749e-02;3.42658;1
 19.50659; 0.15333;-5.191546e-02;3.42658;1
 19.50641; 0.15667;-5.266774e-02;3.42658;1
 19.50618; 0.16000;-5.333026e-02;3.42658;1
 19.50600; 0.16333;-5.380577e-02;3.42658;1
 19.50594; 0.16667;-5.390714e-02;3.42658;1
 19.50600; 0.17000;-5.334329e-02;3.42658;1
 19.50612; 0.17333;-5.251138e-02;3.42658;1
 19.50629; 0.17667;-5.169120e-02;3.42658;1
 19.50647; 0.18000;-5.158072e-02;3.42658;1
 19.50653; 0.18333;-5.162870e-02;3.42658;1
 19.50653; 0.18667;-5.212995e-02;3.42658;1
 19.50659; 0.19000;-5.209380e-02;3.42658;1
 19.50653; 0.19333;-5.191767e-02;3.42658;1
 19.50647; 0.19667;-5.096962e-02;3.42658;1
 19.50647; 0.20000;-4.917733e-02;3.42658;1
 19.50647; 0.20333;-4.681929e-02;3.42658;1
 19.50671; 0.20667;-4.455148e-02;3.42658;1
 19.50688; 0.21000;-4.258030e-02;3.42658;1
 19.50718; 0.21333;-4.081792e-02;3.42658;1
 19.50747; 0.21667;-3.906775e-02;3.42658;1
 19.50765; 0.22000;-3.783313e-02;3.42658;1
 19.50765; 0.22333;-3.660569e-02;3.42658;1
 19.50759; 0.22667;-3.544558e-02;3.42658;1
 19.50753; 0.23000;-3.397496e-02;3.42658;1
 19.50753; 0.23333;-3.204680e-02;3.42658;1
 19.50765; 0.23667;-2.995452e-02;3.42658;1
 19.50782; 0.24000;-2.788331e-02;3.42658;1
 19.50818; 0.24333;-2.618750e-02;3.42658;1
 19.50829; 0.24667;-2.474142e-02;3.42658;1
 19.50841; 0.25000;-2.399357e-02;3.42658;1
 19.50841; 0.25333;-2.440049e-02;3.42658;1
 19.50841; 0.25667;-2.502515e-02;3.42658;1
 19.50847; 0.26000;-2.561009e-02;3.42658;1
 19.50829; 0.26333;-2.540698e-02;3.42658;1
 19.50829; 0.26667;-2.487416e-02;3.42658;1
 19.50835; 0.27000;-2.448348e-02;3.42658;1
 19.50847; 0.27333;-2.489383e-02;3.42658;1
 19.50859; 0.27667;-2.595090e-02;3.42658;1
 19.50871; 0.28000;-2.771748e-02;3.42658;1
 19.50876; 0.28333;-2.969229e-02;3.42658;1
 19.50882; 0.28667;-3.224749e-02;3.42658;1
 19.50876; 0.29000;-3.452991e-02;3.42658;1
 19.50871; 0.29333;-3.647676e-02;3.42658;1
 19.50859; 0.29667;-3.795447e-02;3.42658;1
 19.50847; 0.30000;-3.868815e-02;3.42658;1
 19.50853; 0.30333;-3.910208e-02;3.42658;1
 19.50876; 0.30667;-3.923877e-02;3.42658;1
 19.50906; 0.31000;-3.944520e-02;3.42658;1
 19.50924; 0.31333;-3.991719e-02;3.42658;1
 19.50929; 0.31667;-4.037553e-02;3.42658;1
 19.50935; 0.32000;-4.076849e-02;3.42658;1
 19.50929; 0.32333;-4.088349e-02;3.42658;1
 19.50918; 0.32667;-4.080392e-02;3.42658;1
 19.50900; 0.33000;-4.056305e-02;3.42658;1
 19.50906; 0.33333;-4.009557e-02;3.42658;1
 19.50918; 0.33667;-3.896987e-02;3.42658;1
 19.50947; 0.34000;-3.744021e-02;3.42658;1
 19.50965; 0.34333;-3.571916e-02;3.42658;1
 19.50994; 0.34667;-3.495999e-02;3.42658;1
 19.51000; 0.35000;-3.440611e-02;3.42658;1
 19.51012; 0.35333;-3.441006e-02;3.42658;1
 19.51018; 0.35667;-3.396210e-02;3.42658;1
 19.51024; 0.36000;-3.351998e-02;3.42658;1
 19.51024; 0.36333;-3.131265e-02;3.42658;1
 19.51035; 0.36667;-2.815493e-02;3.42658;1
 19.51059; 0.37000;-2.414904e-02;3.42658;1
 19.51082; 0.37333;-2.097294e-02;3.42658;1
 19.51118; 0.37667;-1.824569e-02;3.42658;1
 19.51147; 0.38000;-1.591960e-02;3.42658;1
 19.51159; 0.38333;-1.400633e-02;3.42658;1
 19.51182; 0.38667;-1.243606e-02;3.42658;1
 19.51188; 0.39000;-1.133092e-02;3.42658;1
 19.51188; 0.39333;-9.949206e-03;3.42658;1
 19.51188; 0.39667;-8.318842e-03;3.42658;1
 19.51206; 0.40000;-6.877258e-03;3.42658;1
 19.51218; 0.40333;-5.631286e-03;3.42659;1
 19.51253; 0.40667;-4.653416e-03;3.42659;1
 19.51276; 0.41000;-3.595403e-03;3.42659;1
 19.51294; 0.41333;-3.335461e-03;3.42659;1
 19.51300; 0.41667;-3.716976e-03;3.42659;1
